contest,candidate,vote_type,precinct,votes
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0405 CIN 4-E,59
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0406 CIN 4-F,63
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0407 CIN 4-G,76
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0408 CIN 4-H,75
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0501 CIN 5-A,76
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0502 CIN 5-B,71
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0503 CIN 5-C,48
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0504 CIN 5-D,75
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0505 CIN 5-E,73
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0506 CIN 5-F,39
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0507 CIN 5-G,84
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0508 CIN 5-H,47
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0509 CIN 5-I,78
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0601 CIN 6-A,88
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0602 CIN 6-B,65
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0603 CIN 6-C,68
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0604 CIN 6-D,62
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0605 CIN 6-E,67
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0701 CIN 7-A,83
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0702 CIN 7-B,21
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0703 CIN 7-C,65
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0704 CIN 7-D,66
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0705 CIN 7-E,46
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0706 CIN 7-F,55
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0707 CIN 7-G,72
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0708 CIN 7-H,55
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0709 CIN 7-I,55
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0710 CIN 7-J,27
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0711 CIN 7-K,47
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0801 CIN 8-A,50
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0802 CIN 8-B,63
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0803 CIN 8-C,79
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0804 CIN 8-D,42
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0901 CIN 9-A,16
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0902 CIN 9-B,80
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0903 CIN 9-C,92
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,0904 CIN 9-D,48
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1001 CIN 10-A,74
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1002 CIN 10-B,57
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1003 CIN 10-C,60
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1101 CIN 11-A,38
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1102 CIN 11-B,25
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1103 CIN 11-C,14
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1104 CIN 11-D,29
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1201 CIN 12-A,24
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1202 CIN 12-B,3
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1203 CIN 12-C,21
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1204 CIN 12-D,41
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1205 CIN 12-E,22
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1301 CIN 13-A,45
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1302 CIN 13-B,59
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1303 CIN 13-C,39
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1304 CIN 13-D,55
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1305 CIN 13-E,76
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1306 CIN 13-F,62
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1307 CIN 13-G,48
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1308 CIN 13-H,5
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1401 CIN 14-A,66
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1402 CIN 14-B,45
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1403 CIN 14-C,41
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1404 CIN 14-D,81
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1405 CIN 14-E,73
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1406 CIN 14-F,78
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1407 CIN 14-G,65
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1408 CIN 14-H,70
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1409 CIN 14-I,54
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1501 CIN 15-A,66
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1502 CIN 15-B,98
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1503 CIN 15-C,42
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1504 CIN 15-D,60
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1505 CIN 15-E,64
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1506 CIN 15-F,47
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1507 CIN 15-G,37
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1508 CIN 15-H,81
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1509 CIN 15-I,53
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1510 CIN 15-J,28
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1601 CIN 16-A,41
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1701 CIN 17-A,71
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1702 CIN 17-B,28
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1703 CIN 17-C,47
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1801 CIN 18-A,40
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1802 CIN 18-B,25
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1901 CIN 19-A,68
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1902 CIN 19-B,114
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1903 CIN 19-C,50
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,1904 CIN 19-D,7
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2001 CIN 20-A,41
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2002 CIN 20-B,34
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2003 CIN 20-C,83
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2004 CIN 20-D,65
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2005 CIN 20-E,28
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2101 CIN 21-A,23
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2102 CIN 21-B,20
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2103 CIN 21-C,44
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2104 CIN 21-D,22
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2105 CIN 21-E,24
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2201 CIN 22-A,67
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2202 CIN 22-B,41
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2203 CIN 22-C,35
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2301 CIN 23-A,85
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2302 CIN 23-B,43
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2303 CIN 23-C,51
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2304 CIN 23-D,85
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2305 CIN 23-E,73
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2306 CIN 23-F,86
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2307 CIN 23-G,40
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2308 CIN 23-H,82
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2309 CIN 23-I,91
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2310 CIN 23-J,109
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2311 CIN 23-K,60
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2312 CIN 23-L,54
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2313 CIN 23-M,73
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2314 CIN 23-N,81
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2315 CIN 23-O,87
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2316 CIN 23-P,109
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2317 CIN 23-Q,49
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2318 CIN 23-R,30
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2401 CIN 24-A,92
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2402 CIN 24-B,85
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2403 CIN 24-C,29
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2404 CIN 24-D,77
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2405 CIN 24-E,5
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2406 CIN 24-F,40
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2407 CIN 24-G,88
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2408 CIN 24-H,1
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2409 CIN 24-I,5
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2501 CIN 25-A,45
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2502 CIN 25-B,28
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2503 CIN 25-C,88
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2504 CIN 25-D,61
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2505 CIN 25-E,84
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2506 CIN 25-F,92
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2507 CIN 25-G,34
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2508 CIN 25-H,77
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2509 CIN 25-I,58
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2510 CIN 25-J,71
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2511 CIN 25-K,78
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2512 CIN 25-L,23
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2601 CIN 26-A,93
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2602 CIN 26-B,71
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2603 CIN 26-C,45
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2604 CIN 26-D,30
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2605 CIN 26-E,57
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2606 CIN 26-F,33
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2607 CIN 26-G,58
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2608 CIN 26-H,16
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2609 CIN 26-I,69
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2610 CIN 26-J,83
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2611 CIN 26-K,97
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2612 CIN 26-L,24
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2613 CIN 26-M,27
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2614 CIN 26-N,53
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2615 CIN 26-O,82
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2616 CIN 26-P,87
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2617 CIN 26-Q,31
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2618 CIN 26-R,23
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2619 CIN 26-S,62
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2911 CHEV 1-A,105
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2921 CHEV 2-A,74
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2931 CHEV 3-A,79
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,2941 CHEV 4-A,98
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,3803 MADRA C,0
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,3808 MADRA H,1
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,5501 AMBER A,103
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,5502 AMBER B,104
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,5503 AMBER C,76
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,5504 AMBER D,83
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6201 COLUM A,15
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6202 COLUM B,39
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6203 COLUM C,29
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6204 COLUM D,30
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6205 COLUM E,21
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6206 COLUM F,31
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6209 COLUM I,11
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6502 DELHI B,3
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6505 DELHI E,3
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6516 DELHI P,3
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6517 DELHI Q,6
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6518 DELHI R,0
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,6901 FAIRFX A,0
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,7101 GOLF A,86
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,7102 GOLF B,114
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,7302 GREEN B,72
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,7303 GREEN C,1
CINCINNATI CITY SCHOOL DISTRICT For Member of Board of Education,Marcia A. Futel,Election,7305 GREEN E,35
