"","VoterIdent","PrecinctNum","PrecinctSplit","PrecinctName","2025 General Election","2025 Primary Election","2024 General Election","2024 Primary Election","2023 General Election","2023 August Election","PRIMARY_MAY_2023","GENERAL_NOV_2022","AUG PRIMARY ELECTION 2022","PRIMARY_MAY_2022","GENERAL_NOV_2021","PRIMARY_MAY_2021"
"97917","240064865",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97918","002065959",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97919","001986695",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97920","002012597",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97921","001812739",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97922","001903278",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97923","001656997",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97924","001763937",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97925","001574563",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97926","001624545",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97927","001863307",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97928","001492351",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97929","001879523",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97930","240021444",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97931","001894961",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97932","001772892",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97933","001507916",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97934","001313686",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97935","001910239",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97936","002103213",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97937","001732088",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97938","001834642",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97939","240062190",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97940","001380014",2203,0,"CINCINNATI 22-C",NA,"E-U","P-U",NA,"P-U","P-U",NA,"E-U",NA,NA,"E-U",NA
"97941","240047951",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97942","001467912",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97943","001791026",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97944","001903456",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97945","001478088",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97946","001619560",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,"A-U",NA,"A-U","A-U",NA
"97947","001763017",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97948","001323074",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97949","000811715",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"97950","001920046",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97951","001475480",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97952","240015289",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97953","001393961",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97954","001976398",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97955","001911138",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97956","250023056",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97957","001711006",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97958","001929183",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97959","001542255",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97960","001372477",2203,0,"CINCINNATI 22-C",NA,NA,"P-U","P-D",NA,NA,NA,"P-U",NA,NA,NA,NA
"97961","001911452",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97962","001607420",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97963","001864847",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97964","001732193",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97965","001769205",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97966","240016943",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97967","001917522",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97968","240029481",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97969","001615411",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97970","240051142",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97971","001690399",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97972","001730779",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97973","240023269",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97974","001731743",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97975","000869431",2203,0,"CINCINNATI 22-C",NA,NA,"E-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"97976","230020936",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97977","001698267",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97978","001938001",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97979","001132045",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"A-U","P-U",NA,NA,NA,NA,NA,NA
"97980","001654695",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97981","000216081",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA
"97982","001617700",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97983","001779366",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97984","001064042",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U",NA,"P-U","P-U",NA,"E-U",NA,NA,"P-U",NA
"97985","001898497",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"97986","001732191",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97987","001773101",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97988","001855894",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97989","001720450",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97990","001559965",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97991","001827570",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97992","001203860",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"97993","001455353",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97994","001046192",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97995","001495729",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"97996","002002516",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"97997","240027739",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97998","002106246",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97999","001977523",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98000","001455205",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98001","001790352",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98002","001955106",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98003","240028238",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98004","001892146",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98005","001940050",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98006","001974886",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"98007","000830186",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98008","001898015",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98009","001873333",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98010","001819215",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98011","001664728",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98012","000453142",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98013","002111287",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98014","002036259",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98015","001747401",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98016","001639242",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98017","002107432",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98018","002105511",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98019","001958736",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"98020","002074948",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98021","240027465",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98022","001389161",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98023","240017427",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98024","002128401",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98025","001578585",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98026","002109370",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98027","001674571",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98028","001756246",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98029","240053557",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98030","000894325",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,"E-U",NA
"98031","001857941",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98032","001071715",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98033","002034856",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"98034","240019521",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98035","001137479",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98036","001621590",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98037","002010519",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98038","002082448",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98039","002106318",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98040","001956125",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98041","001805252",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98042","001495929",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98043","001790096",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98044","001815839",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98045","240024711",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98046","240019089",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98047","230011565",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"98048","001787856",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98049","002089605",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98050","240102797",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98051","001728998",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98052","240023156",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98053","001528157",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98054","001759509",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98055","240005892",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98056","001631589",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98057","001495324",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98058","001650699",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98059","002102445",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U","P-D","P-U",NA,NA,NA,NA,NA,NA,NA
"98060","001972699",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98061","001736499",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98062","001897989",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98063","240024423",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98064","002102812",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98065","001631878",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98066","240021518",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98067","001700297",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98068","000557564",2203,0,"CINCINNATI 22-C",NA,NA,NA,"A-D","A-U","A-U",NA,"A-U","P-D","A-U","A-U","P-U"
"98069","001846126",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98070","001325317",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98071","002049163",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98072","001508590",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98073","001773496",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98074","002100892",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98075","240070599",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98076","001455559",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98077","000498890",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"P-U","P-U",NA,"A-U",NA,NA,"A-U","P-U"
"98078","002123723",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"98079","001681223",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98080","002080078",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98081","001976708",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98082","001498818",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98083","002100859",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98084","001675070",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"98085","001597531",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98086","001575249",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98087","001834771",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98088","002021447",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98089","240025679",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98090","001981209",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98091","001908222",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98092","001760689",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98093","001617352",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98094","240012782",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98095","001402330",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98096","240022419",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98097","001554321",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98098","000990613",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P-U",NA
"98099","001849872",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P-U",NA
"98100","000522840",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"98101","230021131",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98102","001641759",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98103","001599356",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98104","240067401",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98105","230029908",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98106","001913979",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98107","240017515",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98108","002114201",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98109","002116129",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98110","240012853",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98111","001402898",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"E-U","E-U",NA,"A-U",NA,NA,NA,NA
"98112","001402927",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"E-U","E-U",NA,"A-U",NA,NA,NA,NA
"98113","001762938",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98114","001396011",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98115","001617695",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98116","001975077",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98117","240025716",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98118","001339968",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98119","240055995",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98120","002119551",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98121","001904702",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98122","001896090",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98123","001503129",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"P-U","P-U",NA,"A-U","P-D",NA,"P-U","P-U"
"98124","001398295",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98125","002051768",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98126","001175674",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"98127","001910624",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98128","000474879",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"A-U","A-U",NA,NA,NA,NA,"A-U",NA
"98129","000474870",2203,0,"CINCINNATI 22-C",NA,"P-U","E-U","E-D","E-U","E-U",NA,"E-U","P-D",NA,"A-U",NA
"98130","001109885",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"A-U","A-U",NA,"A-U",NA,NA,"A-U",NA
"98131","001707062",2203,0,"CINCINNATI 22-C",NA,NA,"P-U","P-R","E-U",NA,NA,"P-U",NA,NA,NA,NA
"98132","230041901",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98133","001790215",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98134","001911386",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
